name,videoUrl,imageUrl,instruction,componentIds,categories,prescriptions,patterns,bodyRegions,equipment,loadingSides,locations,liftPriorities,movementDirections,Column1,disabled
Rollout [standing] - TRX,https://iamaspire.aspire.qa/ExerciseVideo/Rollout [standing] - TRX.mp4,,"Stand facing away from anchor point (under TRX). Feet hip-width apart and arms extended in front of you, holding handles with neutral grip. Brace your core and squeeze your glutes. Slowly lean forward, guiding the TRX handles above your head with straight arms. Form a straight line from head to heels, and avoid letting your lower back arch. Inhale as you roll out, and exhale while returning to the starting position.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,,core,free-weight:medicine-ball,,"pitch,gym",,,,TRUE
Rope Climbing,https://iamaspire.aspire.qa/ExerciseVideo/Rope Climbing.mp4,,Use a firm grip and engage your legs to push yourself upward. Keep your body aligned. Reach with your arms high as possible and lift your knees towards your chest high as possible then push and pull yourself upwards rep by rep.,strength:corrective:spine,strength:corrective:spine,ext-load-bil,pull,"upper,core",bodyweight:pull-up-bar,,gym,,,,TRUE
Rope Jumping,https://iamaspire.aspire.qa/ExerciseVideo/Rope Jumping.mp4,,"Adjust rope, when you stand on its center, the handles reach your armpits. Keep your knees slightly bent. Jump lightly on the balls of your feet, keeping your heels off the ground. Rotate the rope with your wrists rather than swinging your arms. Keep elbows near your ribs. Minimize ground contact (Floor is lava). Avoid breaking too much in hips/knees/ankles.",coordination:reaction,strength:corrective:spine,ext-load-bil,jump,lower,,,"pitch,gym,mobile",,,,TRUE
Rotational Clean&Press - Landmine,https://iamaspire.aspire.qa/ExerciseVideo/Rotational Clean&Press - Landmine.mp4,,"Feet shoulder-width apart, slight bend in knees. Hinge forward, back straight and core tight. Grip the barbell with a neutral wrist. Drive through hips and legs to explosively lift the BB to chest height. Pivot on your back foot and rotate your torso toward the landmine. Switch hands during rotation then press the BB overhead, rotating your torso to face the direction of the press. Arm is fully extended. Lower the barbell back to the starting position and reset.",strength:corrective:spine,strength:corrective:spine,ext-load-uni,press,total,,,"pitch,gym",,,,TRUE
Rowing Machine - Concept2,https://iamaspire.aspire.qa/ExerciseVideo/Rowing Machine - Concept2.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_9aeba260-b5b5-46ea-b6c3-0a48dd1e2a6a.png,Chest out and squeeze the core. Push away front the big toe first. Pull back from you arms.,strength:corrective:spine,strength:corrective:spine,ext-load-bil,,total,,,gym,,,,TRUE
Run for Stick Catch - Partner,https://iamaspire.aspire.qa/ExerciseVideo/Run for Stick Catch - Partner.mp4,,"In athletic position, stand with your partner facing each other 3 to 5 meters apart holding the stick next to you. On a ""go"", quickly change and make sure grabbing the stick on time. Reset.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,run,total,strength:barbells:olympic,,"pitch,gym",,,,TRUE
run1,https://iamaspire.aspire.qa/ExerciseVideo/25-Aug-2025_faebde98-3d8a-4298-89f1-96e7afaae896.mp4,,,strength:corrective:spine,strength:corrective:spine,ext-load-bil,dl-hinge,,,monopedal,,,,,TRUE
Running,https://iamaspire.aspire.qa/ExerciseVideo/,,,strength:corrective:spine,strength:corrective:spine,ext-load-bil,run,total,,,"pitch,gym,mobile",,,,TRUE
Running 15-15,,,"Run with a predetermined pace/speed or cover a certain distance within 15 seconds, then rest for 15 seconds. Follow sets and reps from coach.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,run,total,bodyweight:pull-up-bar,,"pitch,gym,mobile",,,,TRUE
SA Bent Over Row - DB,https://iamaspire.aspire.qa/ExerciseVideo/SA Bent Over Row - DB.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_8e08b7fa-7361-4372-b406-6ce372872a35.png,"Stay one big step away from bench. Lean forward and place your non-working arm on the bench, maintain a neutral spine by engaging your core muscles. Avoid rounding or excessively arching back. Grab the DB and pull upward by driving your elbow straight back, keeping it close to your torso. Focus on squeeze your shoulder blade at the top of the movement. Lower the DB back to the starting position in a slow and controlled manner",strength:corrective:spine,strength:corrective:spine,ext-load-uni,pull,upper,bodyweight:pull-up-bar,,"pitch,gym",,,,TRUE
SA Bent Over Rows - Partner,https://iamaspire.aspire.qa/ExerciseVideo/SA Bent Over Rows - Partner.mp4,,"Player A is in a push up position perpendicular to Player B. Player B grabs Player A's ankle, and performs rowing movement. Avoid rounding or excessively arching back. Pull upward by driving your elbow straight back, keeping it close to your torso. on squeeze your shoulder blade at the top of the movement. Lower partner's leg back to the starting position in a slow and controlled manner.",strength:corrective:spine,strength:corrective:spine,ext-load-uni,pull,upper,strength:barbells:olympic,,"pitch,gym",,,,TRUE
SA Clean and Split Jerk - Landmine,https://iamaspire.aspire.qa/ExerciseVideo/SA Clean and Split Jerk - Landmine.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_8871f7fe-fa63-40d2-bc96-d55fe580fd82.png,"Stand with your feet about shoulder-width apart. Focus on extending your hips and knees at the same time, explode through the hips. Pull the elbow up and out. Quickly drop under, keeping the bar close. Dip: Shallow dip, chest tall. Drive: Explode through the legs. Split: Quick split, front knee bent. Lock Out: Arm fully extended, head through. Step front foot back, then rear foot forward. Ensure balance before lowering bar.",strength:corrective:spine,strength:corrective:spine,ext-load-uni,press,total,functional:keiser,,,,,,TRUE
SA Horizontal Row - FW[V12],https://iamaspire.aspire.qa/ExerciseVideo/SA Horizontal Row - FW[V12].mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_579d2567-5064-4755-93f2-74587307c043.png,"Stand tall, knees slightly bent, keep core tight. Grab handle firmly, palm facing inward. Pull handle to torso, elbow close to body. Squeeze shoulder blade, row back. Control the return, resist the flywheel.",strength:corrective:spine,strength:corrective:spine,ext-load-uni,pull,upper,strength:barbells:olympic,,gym,,,,TRUE
SA Horizontal Row w Rotation - FW[V12],https://iamaspire.aspire.qa/ExerciseVideo/SA Horizontal Row w Rotation - FW[V12].mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_8ffe7d97-9d29-4dc2-8ea6-e1a2d6c824f6.png,"Stand tall, feet stable, knees slightly bent, core tight. Hold handle with one hand, palm facing inward. Row back with elbow close, rotate torso. Squeeze shoulder blade and rotate to the side. Twist torso as you pull, not just the arm. Control the return, resist the flywheel. Keep chest open, avoid collapsing.",strength:corrective:spine,strength:corrective:spine,ext-load-uni,pull,upper,functional:box,,gym,,,,TRUE
SA Kettlebell Swing - KB,https://iamaspire.aspire.qa/ExerciseVideo/SA Kettlebell Swing - KB.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_4c7369af-61a0-49b7-a32c-0b70a90ab542.png,"Stand tall, feet hip-width apart, slight bend in knees. Hold kettlebell with one hand, palm facing inward. Push hips back, not down, keeping back straight. Drive hips forward, swing kettlebell overhead. Let the kettlebell drop between legs, hinge again. Exhale as you swing up, inhale on the way down. Keep chest up, shoulders back, avoid rounding lower back.",strength:corrective:spine,strength:corrective:spine,ext-load-uni,dl-hinge,total,strength:barbells:olympic,,"pitch,gym",,,,TRUE
SA Push Jerk - Landmine,https://iamaspire.aspire.qa/ExerciseVideo/SA Push Jerk - Landmine.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_c6363683-e488-434d-8927-0d34c99d8950.png,"Stand tall, feet shoulder-width apart. Hold the barbell with one hand, elbow bent at 90°. Bend knees slightly, load your legs without leaning forward. Explosively extend through the legs, pressing the bar overhead. As you drive up, lock your arm and punch through. Fully extend your arm at the top, keeping a stable torso. Control the descent, lower bar with control back to starting position.a",strength:corrective:spine,strength:corrective:spine,ext-load-uni,press,total,functional:box,,gym,,,,TRUE
SA Seated Row - FW[V12],https://iamaspire.aspire.qa/ExerciseVideo/SA Seated Row - FW[V12].mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_d3c22d2b-528f-4af9-a61c-f480c101cf3f.png,"Sit tall, back straight, feet flat against machine. Grab the handle with one hand, palm facing inward. Brace your core, keep your chest lifted. Row handle toward your torso, elbow close to body. Squeeze your shoulder blade at the end of the movement. Slowly return the handle, resisting the flywheel.",strength:corrective:spine,strength:corrective:spine,ext-load-uni,pull,upper,,,gym,,,,TRUE
SA Split Jerk - Landmine,https://iamaspire.aspire.qa/ExerciseVideo/SA Split Jerk - Landmine.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_aae095ae-1afa-4aae-a13a-24c5886061dd.png,"Stand with feet hip-width apart. Hold the barbell with one hand, elbow bent. Bend knees slightly, load your legs without leaning forward too much. Explosively extend through the legs, press the bar overhead. As the bar moves up, split your legs, landing in a split stance position. Fully extend your arm and legs, keep core tight. Bring your feet back together after stabilizing the bar.",strength:corrective:spine,strength:corrective:spine,ext-load-uni,press,total,bodyweight:pull-up-bar,,gym,,,,TRUE
SA Split Stance Row - FW[D11],https://iamaspire.aspire.qa/ExerciseVideo/SA Split Stance Row - FW[D11].mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_be325123-e0a4-493d-aa7e-c19cd34f913e.png,"Stand in a split stance, one foot on machine, one foot back. Grab the handle with one hand, palm facing inward. Brace your core, maintain a neutral spine. Pull the handle toward your torso, elbow close to your side. Squeeze your shoulder blade at the end of the movement. Slowly return the handle, resisting the flywheel.",strength:corrective:spine,strength:corrective:spine,ext-load-uni,pull,upper,functional:keiser,,gym,,,,TRUE
Seated Calf Raise - SM,https://iamaspire.aspire.qa/ExerciseVideo/Seated Calf Raise - SM.mp4,,"Sit on the box, balls of feet on box, knees at 90°, heels hanging off. Position the bar just above your thighs. Press through the balls of your feet, raise heels as high as possible. Squeeze your calves at the top of the movement. Lower your heels slowly, fully stretching the calves at the bottom. Keep your back straight and knees stationary throughout the movement.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,,lower,,,gym,,,,TRUE
Serape Push&Pull - KS,https://iamaspire.aspire.qa/ExerciseVideo/Serape Push&Pull - KS.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_88dd4055-2d22-4363-8ad2-c3ce6faf8693.png,Maintain an athletic stance with a strong core and neutral spine. Push with one arm while simultaneously pulling with the other—focus on full range and control in both directions. Keep shoulders relaxed and rotate the torso.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,,,bodyweight:pull-up-bar,,,,,,TRUE
Short Post,https://iamaspire.aspire.qa/ExerciseVideo/,,,strength:corrective:spine,strength:corrective:spine,ext-load-bil,,total,,,,,,,TRUE
Short Side Plank Clam - Miniband,https://iamaspire.aspire.qa/ExerciseVideo/Short Side Plank Clam - Miniband.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_f78d11e9-e473-4844-8a7a-72682a8a7046.png,Chest out|| squeeze glutes and core strong. Avoid rotation while open the leg. Keep the position at the end of movement for few seconds.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,crawl,core,free-weight:resistance-bands,,"gym,pitch",,,,TRUE
Short Side Plank w Hip Flexion,https://iamaspire.aspire.qa/ExerciseVideo/Short Side Plank w Hip Flexion.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_4245acaa-5ed1-46fb-8035-85ecc1718163.png,Chest out|| back straight. Actively squeeze core muscles. Toes up|| knee in front of your body during the movement. Straight line head to heel.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,crawl,core,bodyweight:pull-up-bar,,"gym,pitch,mobile",,,,TRUE
Short Side Plank w ISO Hip Flexion,https://iamaspire.aspire.qa/ExerciseVideo/Short Side Plank w ISO Hip Flexion.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_39d4f916-78e9-4cd0-b048-6e1ecd564516.png,Chest out. Squeeze glutes and core strong. Shoulder and elbow same line. Hip remain high and rotated forward.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,crawl,core,bodyweight:pull-up-bar,,"gym,pitch,mobile",,,,TRUE
Shoulder Shrugs - DB,https://iamaspire.aspire.qa/ExerciseVideo/Shoulder Shrugs - DB.mp4,,"Stand tall with a dumbbell in each hand, arms relaxed by your sides. Elevate your shoulders straight up toward your ears without rolling them. Pause briefly at the top, then lower under control—keep the neck relaxed throughout.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,pull,upper,strength:barbells:trapbar,,"gym,mobile",assistance,,,TRUE
Side Lying Clam - Miniband,https://iamaspire.aspire.qa/ExerciseVideo/Side Lying Clam - Miniband.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_d52415a1-7a05-4d6e-9d43-9caaa04bc0ef.png,Avoid pelvis rotation. Move the knee up slowly. Reach as much as you can. Keep at the maximum point of tension for 3 to 5 seconds.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,,,,,"gym,pitch",,,,TRUE
Side Plank,https://iamaspire.aspire.qa/ExerciseVideo/Side Plank.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_cfa178c9-bff9-4ae9-8bdd-1ecc81b6d710.png,Chest out and keep back straight. Actively squeeze core muscles. Avoid movement of the hip and trunk. Keep always a straight line head to heel.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,crawl,core,bodyweight:pull-up-bar,,"gym,pitch,mobile",,,,TRUE
Side Plank [1 leg],https://iamaspire.aspire.qa/ExerciseVideo/Side Plank [1 leg].mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_1cbae686-c8d7-4c07-9e71-7c7a54544ea8.png,Chest out and keep back straight. Actively squeeze core muscles. Avoid movement of the hip and trunk during movement.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,crawl,core,bodyweight:pull-up-bar,,"gym,pitch,mobile",,,,TRUE
